Ilce,Mahalle,Yil,Mevsim,Sicaklik,Nufus,Enlem,Boylam,SuTuketimi
Sarıçam,Hakkıbeyli Mah.,2022,Yaz,30,474,37.1697,35.56981,10756
Sarıçam,Hakkıbeyli Mah.,2022,Sonbahar,20,474,37.1697,35.56981,7336
Sarıçam,Hakkıbeyli Mah.,2023,Kış,10,474,37.1697,35.56981,4461
Sarıçam,Hakkıbeyli Mah.,2023,İlkbahar,24,474,37.1697,35.56981,8794
Sarıçam,Hakkıbeyli Mah.,2023,Yaz,43,474,37.1697,35.56981,14571
Sarıçam,Hakkıbeyli Mah.,2023,Sonbahar,14,474,37.1697,35.56981,5580
Sarıçam,Hasanbeyli Mah.,2019,Kış,5,561,37.05019,35.53774,2925
Sarıçam,Hasanbeyli Mah.,2019,İlkbahar,28,561,37.05019,35.53774,10105
Sarıçam,Hasanbeyli Mah.,2019,Yaz,42,561,37.05019,35.53774,14601
Sarıçam,Hasanbeyli Mah.,2019,Sonbahar,13,561,37.05019,35.53774,5572
Sarıçam,Hasanbeyli Mah.,2020,Kış,19,561,37.05019,35.53774,7181
Sarıçam,Hasanbeyli Mah.,2020,İlkbahar,19,561,37.05019,35.53774,7481
Sarıçam,Hasanbeyli Mah.,2020,Yaz,34,561,37.05019,35.53774,12115
Sarıçam,Hasanbeyli Mah.,2020,Sonbahar,14,561,37.05019,35.53774,5794
Sarıçam,Hasanbeyli Mah.,2021,Kış,17,561,37.05019,35.53774,6647
Sarıçam,Hasanbeyli Mah.,2021,İlkbahar,24,561,37.05019,35.53774,8974
Sarıçam,Hasanbeyli Mah.,2021,Yaz,31,561,37.05019,35.53774,11187
Sarıçam,Hasanbeyli Mah.,2021,Sonbahar,18,561,37.05019,35.53774,6960
Sarıçam,Hasanbeyli Mah.,2022,Kış,16,561,37.05019,35.53774,6265
Sarıçam,Hasanbeyli Mah.,2022,İlkbahar,27,561,37.05019,35.53774,10091
Sarıçam,Hasanbeyli Mah.,2022,Yaz,38,561,37.05019,35.53774,13398
Sarıçam,Hasanbeyli Mah.,2022,Sonbahar,18,561,37.05019,35.53774,6936
Sarıçam,Hasanbeyli Mah.,2023,Kış,5,561,37.05019,35.53774,3124
Sarıçam,Hasanbeyli Mah.,2023,İlkbahar,25,561,37.05019,35.53774,9388
Sarıçam,Hasanbeyli Mah.,2023,Yaz,33,561,37.05019,35.53774,11844
Sarıçam,Hasanbeyli Mah.,2023,Sonbahar,12,561,37.05019,35.53774,5391
Sarıçam,Hocalı Mah.,2019,Kış,2,481,37.15342,35.41044,1843
Sarıçam,Hocalı Mah.,2019,İlkbahar,18,481,37.15342,35.41044,7099
Sarıçam,Hocalı Mah.,2019,Yaz,37,481,37.15342,35.41044,12880
Sarıçam,Hocalı Mah.,2019,Sonbahar,12,481,37.15342,35.41044,5057
Sarıçam,Hocalı Mah.,2020,Kış,7,481,37.15342,35.41044,3409
Sarıçam,Hocalı Mah.,2020,İlkbahar,18,481,37.15342,35.41044,6915
Sarıçam,Hocalı Mah.,2020,Yaz,31,481,37.15342,35.41044,11088
Sarıçam,Hocalı Mah.,2020,Sonbahar,22,481,37.15342,35.41044,7896
Sarıçam,Hocalı Mah.,2021,Kış,16,481,37.15342,35.41044,6277
Sarıçam,Hocalı Mah.,2021,İlkbahar,24,481,37.15342,35.41044,8753
Sarıçam,Hocalı Mah.,2021,Yaz,42,481,37.15342,35.41044,14309
Sarıçam,Hocalı Mah.,2021,Sonbahar,15,481,37.15342,35.41044,5904
Sarıçam,Hocalı Mah.,2022,Kış,16,481,37.15342,35.41044,6121
Sarıçam,Hocalı Mah.,2022,İlkbahar,26,481,37.15342,35.41044,9404
Sarıçam,Hocalı Mah.,2022,Yaz,42,481,37.15342,35.41044,14384
Sarıçam,Hocalı Mah.,2022,Sonbahar,24,481,37.15342,35.41044,8655
Sarıçam,Hocalı Mah.,2023,Kış,3,481,37.15342,35.41044,2200
Sarıçam,Hocalı Mah.,2023,İlkbahar,27,481,37.15342,35.41044,9741
Sarıçam,Hocalı Mah.,2023,Yaz,41,481,37.15342,35.41044,14149
Sarıçam,Hocalı Mah.,2023,Sonbahar,22,481,37.15342,35.41044,8052
Sarıçam,Karlık Mah.,2019,Kış,14,656,37.20067,35.50905,5930
Sarıçam,Karlık Mah.,2019,İlkbahar,25,656,37.20067,35.50905,9731
Sarıçam,Karlık Mah.,2019,Yaz,37,656,37.20067,35.50905,13536
Sarıçam,Karlık Mah.,2019,Sonbahar,14,656,37.20067,35.50905,6301
Sarıçam,Karlık Mah.,2020,Kış,13,656,37.20067,35.50905,5770
Sarıçam,Karlık Mah.,2020,İlkbahar,18,656,37.20067,35.50905,7670
Sarıçam,Karlık Mah.,2020,Yaz,39,656,37.20067,35.50905,14106
Sarıçam,Karlık Mah.,2020,Sonbahar,14,656,37.20067,35.50905,6062
Sarıçam,Karlık Mah.,2021,Kış,5,656,37.20067,35.50905,3319
Sarıçam,Karlık Mah.,2021,İlkbahar,23,656,37.20067,35.50905,8996
Sarıçam,Karlık Mah.,2021,Yaz,45,656,37.20067,35.50905,15790
Sarıçam,Karlık Mah.,2021,Sonbahar,10,656,37.20067,35.50905,5083
Sarıçam,Karlık Mah.,2022,Kış,19,656,37.20067,35.50905,7550
Sarıçam,Karlık Mah.,2022,İlkbahar,30,656,37.20067,35.50905,11053
Sarıçam,Karlık Mah.,2022,Yaz,34,656,37.20067,35.50905,12602
Sarıçam,Karlık Mah.,2022,Sonbahar,12,656,37.20067,35.50905,5610
Sarıçam,Karlık Mah.,2023,Kış,7,656,37.20067,35.50905,3982
Sarıçam,Karlık Mah.,2023,İlkbahar,15,656,37.20067,35.50905,6681
Sarıçam,Karlık Mah.,2023,Yaz,37,656,37.20067,35.50905,13397
Sarıçam,Karlık Mah.,2023,Sonbahar,17,656,37.20067,35.50905,7100
Sarıçam,Avcılar Mah.,2019,Kış,1,728,37.1222,35.60691,2329
Sarıçam,Avcılar Mah.,2019,İlkbahar,18,728,37.1222,35.60691,7861
Sarıçam,Avcılar Mah.,2019,Yaz,38,728,37.1222,35.60691,14017
Sarıçam,Avcılar Mah.,2019,Sonbahar,15,728,37.1222,35.60691,6829
Sarıçam,Avcılar Mah.,2020,Kış,13,728,37.1222,35.60691,5790
Sarıçam,Avcılar Mah.,2020,İlkbahar,19,728,37.1222,35.60691,8092
Sarıçam,Avcılar Mah.,2020,Yaz,30,728,37.1222,35.60691,11640
Sarıçam,Avcılar Mah.,2020,Sonbahar,20,728,37.1222,35.60691,8148
Sarıçam,Avcılar Mah.,2021,Kış,14,728,37.1222,35.60691,6341
Sarıçam,Avcılar Mah.,2021,İlkbahar,25,728,37.1222,35.60691,10002
Sarıçam,Avcılar Mah.,2021,Yaz,35,728,37.1222,35.60691,12989
Sarıçam,Avcılar Mah.,2021,Sonbahar,18,728,37.1222,35.60691,7454
Sarıçam,Avcılar Mah.,2022,Kış,10,728,37.1222,35.60691,5113
Sarıçam,Avcılar Mah.,2022,İlkbahar,28,728,37.1222,35.60691,10898
Sarıçam,Avcılar Mah.,2022,Yaz,43,728,37.1222,35.60691,15382
Sarıçam,Avcılar Mah.,2022,Sonbahar,21,728,37.1222,35.60691,8542
Sarıçam,Avcılar Mah.,2023,Kış,9,728,37.1222,35.60691,4624
Sarıçam,Avcılar Mah.,2023,İlkbahar,24,728,37.1222,35.60691,9659
Sarıçam,Avcılar Mah.,2023,Yaz,35,728,37.1222,35.60691,13050
Sarıçam,Avcılar Mah.,2023,Sonbahar,14,728,37.1222,35.60691,6430
Sarıçam,Kaşobası Mah.,2019,Kış,0,297,37.174679,35.511326,974
Sarıçam,Kaşobası Mah.,2019,İlkbahar,16,297,37.174679,35.511326,5668
Sarıçam,Kaşobası Mah.,2019,Yaz,31,297,37.174679,35.511326,10482
Sarıçam,Kaşobası Mah.,2019,Sonbahar,17,297,37.174679,35.511326,6054
Sarıçam,Kaşobası Mah.,2020,Kış,12,297,37.174679,35.511326,4482
Sarıçam,Kaşobası Mah.,2020,İlkbahar,15,297,37.174679,35.511326,5536
Sarıçam,Kaşobası Mah.,2020,Yaz,40,297,37.174679,35.511326,13102
Sarıçam,Kaşobası Mah.,2020,Sonbahar,12,297,37.174679,35.511326,4364
Sarıçam,Kaşobası Mah.,2021,Kış,6,297,37.174679,35.511326,2764
Sarıçam,Kaşobası Mah.,2021,İlkbahar,23,297,37.174679,35.511326,7887
Sarıçam,Kaşobası Mah.,2021,Yaz,32,297,37.174679,35.511326,10588
Sarıçam,Kaşobası Mah.,2021,Sonbahar,13,297,37.174679,35.511326,4931
Sarıçam,Kaşobası Mah.,2022,Kış,11,297,37.174679,35.511326,4099
Sarıçam,Kaşobası Mah.,2022,İlkbahar,19,297,37.174679,35.511326,6597
Sarıçam,Kaşobası Mah.,2022,Yaz,33,297,37.174679,35.511326,11106
Sarıçam,Kaşobası Mah.,2022,Sonbahar,24,297,37.174679,35.511326,8212
Sarıçam,Kaşobası Mah.,2023,Kış,14,297,37.174679,35.511326,5015
Sarıçam,Kaşobası Mah.,2023,İlkbahar,30,297,37.174679,35.511326,9940
Sarıçam,Kaşobası Mah.,2023,Yaz,30,297,37.174679,35.511326,10087
Sarıçam,Kaşobası Mah.,2023,Sonbahar,24,297,37.174679,35.511326,8086
Sarıçam,Kepeztepe Mah.,2019,Kış,12,475,37.18715,35.3758,5018
Sarıçam,Kepeztepe Mah.,2019,İlkbahar,16,475,37.18715,35.3758,6350
Sarıçam,Kepeztepe Mah.,2019,Yaz,36,475,37.18715,35.3758,12625
Sarıçam,Kepeztepe Mah.,2019,Sonbahar,15,475,37.18715,35.3758,6069
Sarıçam,Kepeztepe Mah.,2020,Kış,14,475,37.18715,35.3758,5654
Sarıçam,Kepeztepe Mah.,2020,İlkbahar,15,475,37.18715,35.3758,6099
Sarıçam,Kepeztepe Mah.,2020,Yaz,39,475,37.18715,35.3758,13400
Sarıçam,Kepeztepe Mah.,2020,Sonbahar,16,475,37.18715,35.3758,6364
Sarıçam,Kepeztepe Mah.,2021,Kış,0,475,37.18715,35.3758,1375
Sarıçam,Kepeztepe Mah.,2021,İlkbahar,23,475,37.18715,35.3758,8544
Sarıçam,Kepeztepe Mah.,2021,Yaz,43,475,37.18715,35.3758,14480
Sarıçam,Kepeztepe Mah.,2021,Sonbahar,21,475,37.18715,35.3758,7601
Sarıçam,Kepeztepe Mah.,2022,Kış,10,475,37.18715,35.3758,4237
Sarıçam,Kepeztepe Mah.,2022,İlkbahar,29,475,37.18715,35.3758,10305
Sarıçam,Kepeztepe Mah.,2022,Yaz,38,475,37.18715,35.3758,13151
Sarıçam,Kepeztepe Mah.,2022,Sonbahar,19,475,37.18715,35.3758,7223
Sarıçam,Kepeztepe Mah.,2023,Kış,13,475,37.18715,35.3758,5143
Sarıçam,Kepeztepe Mah.,2023,İlkbahar,21,475,37.18715,35.3758,7908
Sarıçam,Kepeztepe Mah.,2023,Yaz,41,475,37.18715,35.3758,13951
Sarıçam,Kepeztepe Mah.,2023,Sonbahar,23,475,37.18715,35.3758,8460
Sarıçam,Menekşe Mah.,2019,Kış,17,398,37.08058,35.34714,6321
Sarıçam,Menekşe Mah.,2019,İlkbahar,21,398,37.08058,35.34714,7665
Sarıçam,Menekşe Mah.,2019,Yaz,36,398,37.08058,35.34714,12340
Sarıçam,Menekşe Mah.,2019,Sonbahar,10,398,37.08058,35.34714,4232
Sarıçam,Menekşe Mah.,2020,Kış,18,398,37.08058,35.34714,6395
Sarıçam,Menekşe Mah.,2020,İlkbahar,26,398,37.08058,35.34714,9241
Sarıçam,Menekşe Mah.,2020,Yaz,38,398,37.08058,35.34714,12939
Sarıçam,Menekşe Mah.,2020,Sonbahar,23,398,37.08058,35.34714,7961
Sarıçam,Menekşe Mah.,2021,Kış,15,398,37.08058,35.34714,5466
Sarıçam,Menekşe Mah.,2021,İlkbahar,25,398,37.08058,35.34714,8737
Sarıçam,Menekşe Mah.,2021,Yaz,42,398,37.08058,35.34714,14043
Sarıçam,Menekşe Mah.,2021,Sonbahar,21,398,37.08058,35.34714,7379
Sarıçam,Menekşe Mah.,2022,Kış,14,398,37.08058,35.34714,5287
Sarıçam,Menekşe Mah.,2022,İlkbahar,24,398,37.08058,35.34714,8422
Sarıçam,Menekşe Mah.,2022,Yaz,44,398,37.08058,35.34714,14598
Sarıçam,Menekşe Mah.,2022,Sonbahar,14,398,37.08058,35.34714,5310
Sarıçam,Menekşe Mah.,2023,Kış,10,398,37.08058,35.34714,4095
Sarıçam,Menekşe Mah.,2023,İlkbahar,18,398,37.08058,35.34714,6640
Sarıçam,Menekşe Mah.,2023,Yaz,34,398,37.08058,35.34714,11740
Sarıçam,Menekşe Mah.,2023,Sonbahar,14,398,37.08058,35.34714,5407
Sarıçam,Turunçlu Mah.,2019,Kış,11,310,37.16961,35.43676,4098
Sarıçam,Turunçlu Mah.,2019,İlkbahar,28,310,37.16961,35.43676,9333
Sarıçam,Turunçlu Mah.,2019,Yaz,45,310,37.16961,35.43676,14542
Sarıçam,Turunçlu Mah.,2019,Sonbahar,18,310,37.16961,35.43676,6319
Sarıçam,Turunçlu Mah.,2020,Kış,20,310,37.16961,35.43676,6826
Sarıçam,Turunçlu Mah.,2020,İlkbahar,27,310,37.16961,35.43676,9210
Sarıçam,Turunçlu Mah.,2020,Yaz,40,310,37.16961,35.43676,13152
Sarıçam,Turunçlu Mah.,2020,Sonbahar,21,310,37.16961,35.43676,7259
Sarıçam,Turunçlu Mah.,2021,Kış,8,310,37.16961,35.43676,3370
Sarıçam,Turunçlu Mah.,2021,İlkbahar,17,310,37.16961,35.43676,6208
Sarıçam,Turunçlu Mah.,2021,Yaz,34,310,37.16961,35.43676,11453
Sarıçam,Turunçlu Mah.,2021,Sonbahar,23,310,37.16961,35.43676,7873
Sarıçam,Turunçlu Mah.,2022,Kış,3,310,37.16961,35.43676,1864
Sarıçam,Turunçlu Mah.,2022,İlkbahar,19,310,37.16961,35.43676,6801
Sarıçam,Turunçlu Mah.,2022,Yaz,33,310,37.16961,35.43676,11050
Sarıçam,Turunçlu Mah.,2022,Sonbahar,22,310,37.16961,35.43676,7495
Sarıçam,Turunçlu Mah.,2023,Kış,17,310,37.16961,35.43676,6015
Sarıçam,Turunçlu Mah.,2023,İlkbahar,22,310,37.16961,35.43676,7549
Sarıçam,Turunçlu Mah.,2023,Yaz,42,310,37.16961,35.43676,13840
Sarıçam,Turunçlu Mah.,2023,Sonbahar,22,310,37.16961,35.43676,7543
Çukurova,Huzurevleri Mah.,2019,Kış,19,62460,37.038643,35.278015,180451
Çukurova,Huzurevleri Mah.,2019,İlkbahar,20,62460,37.038643,35.278015,212019
Çukurova,Huzurevleri Mah.,2019,Yaz,39,62460,37.038643,35.278015,236678
Çukurova,Huzurevleri Mah.,2019,Sonbahar,23,62460,37.038643,35.278015,194212
Çukurova,Huzurevleri Mah.,2020,Kış,17,62460,37.038643,35.278015,180019
Çukurova,Huzurevleri Mah.,2020,İlkbahar,22,62460,37.038643,35.278015,212735
Çukurova,Huzurevleri Mah.,2020,Yaz,39,62460,37.038643,35.278015,236498
Çukurova,Huzurevleri Mah.,2020,Sonbahar,18,62460,37.038643,35.278015,192741
Çukurova,Huzurevleri Mah.,2021,Kış,19,62460,37.038643,35.278015,180642
Çukurova,Huzurevleri Mah.,2021,İlkbahar,19,62460,37.038643,35.278015,211889
Çukurova,Huzurevleri Mah.,2021,Yaz,35,62460,37.038643,35.278015,235357
Çukurova,Huzurevleri Mah.,2021,Sonbahar,22,62460,37.038643,35.278015,193875
Çukurova,Huzurevleri Mah.,2022,Kış,11,62460,37.038643,35.278015,178174
Çukurova,Huzurevleri Mah.,2022,İlkbahar,19,62460,37.038643,35.278015,211690
Çukurova,Huzurevleri Mah.,2022,Yaz,40,62460,37.038643,35.278015,236757
Çukurova,Huzurevleri Mah.,2022,Sonbahar,22,62460,37.038643,35.278015,193910
Çukurova,Huzurevleri Mah.,2023,Kış,8,62460,37.038643,35.278015,177427
Çukurova,Huzurevleri Mah.,2023,İlkbahar,26,62460,37.038643,35.278015,213801
Çukurova,Huzurevleri Mah.,2023,Yaz,42,62460,37.038643,35.278015,237310
Çukurova,Huzurevleri Mah.,2023,Sonbahar,18,62460,37.038643,35.278015,192796
Çukurova,Toros Mah.,2019,Kış,1,61851,37.038479,35.298508,173345
Çukurova,Toros Mah.,2019,İlkbahar,23,61851,37.038479,35.298508,210869
Çukurova,Toros Mah.,2019,Yaz,44,61851,37.038479,35.298508,235790
Çukurova,Toros Mah.,2019,Sonbahar,23,61851,37.038479,35.298508,192329
Çukurova,Toros Mah.,2020,Kış,12,61851,37.038479,35.298508,176852
Çukurova,Toros Mah.,2020,İlkbahar,23,61851,37.038479,35.298508,210920
Çukurova,Toros Mah.,2020,Yaz,35,61851,37.038479,35.298508,233107
Çukurova,Toros Mah.,2020,Sonbahar,24,61851,37.038479,35.298508,192898
Çukurova,Toros Mah.,2021,Kış,19,61851,37.038479,35.298508,178887
Çukurova,Toros Mah.,2021,İlkbahar,27,61851,37.038479,35.298508,212194
Çukurova,Toros Mah.,2021,Yaz,36,61851,37.038479,35.298508,233443
Çukurova,Toros Mah.,2021,Sonbahar,12,61851,37.038479,35.298508,189238
Çukurova,Toros Mah.,2022,Kış,18,61851,37.038479,35.298508,178524
Çukurova,Toros Mah.,2022,İlkbahar,28,61851,37.038479,35.298508,212458
Çukurova,Toros Mah.,2022,Yaz,43,61851,37.038479,35.298508,235507
Çukurova,Toros Mah.,2022,Sonbahar,17,61851,37.038479,35.298508,190620
Çukurova,Toros Mah.,2023,Kış,4,61851,37.038479,35.298508,174358
Çukurova,Toros Mah.,2023,İlkbahar,20,61851,37.038479,35.298508,210144
Çukurova,Toros Mah.,2023,Yaz,39,61851,37.038479,35.298508,234400
Çukurova,Toros Mah.,2023,Sonbahar,23,61851,37.038479,35.298508,192553
Çukurova,Belediye Evleri Mah.,2019,Kış,8,57188,37.045265,35.263313,162616
Çukurova,Belediye Evleri Mah.,2019,İlkbahar,22,57188,37.045265,35.263313,195328
Çukurova,Belediye Evleri Mah.,2019,Yaz,36,57188,37.045265,35.263313,216642
Çukurova,Belediye Evleri Mah.,2019,Sonbahar,11,57188,37.045265,35.263313,174855
Çukurova,Belediye Evleri Mah.,2020,Kış,19,57188,37.045265,35.263313,165713
Çukurova,Belediye Evleri Mah.,2020,İlkbahar,19,57188,37.045265,35.263313,194376
Çukurova,Belediye Evleri Mah.,2020,Yaz,43,57188,37.045265,35.263313,218878
Çukurova,Belediye Evleri Mah.,2020,Sonbahar,23,57188,37.045265,35.263313,178399
Çukurova,Belediye Evleri Mah.,2021,Kış,9,57188,37.045265,35.263313,162720
Çukurova,Belediye Evleri Mah.,2021,İlkbahar,22,57188,37.045265,35.263313,195316
Çukurova,Belediye Evleri Mah.,2021,Yaz,35,57188,37.045265,35.263313,216319
Çukurova,Belediye Evleri Mah.,2021,Sonbahar,11,57188,37.045265,35.263313,174793
Çukurova,Belediye Evleri Mah.,2022,Kış,9,57188,37.045265,35.263313,162814
Çukurova,Belediye Evleri Mah.,2022,İlkbahar,15,57188,37.045265,35.263313,193358
Çukurova,Belediye Evleri Mah.,2022,Yaz,44,57188,37.045265,35.263313,219189
Çukurova,Belediye Evleri Mah.,2022,Sonbahar,24,57188,37.045265,35.263313,178905
Çukurova,Belediye Evleri Mah.,2023,Kış,14,57188,37.045265,35.263313,164307
Çukurova,Belediye Evleri Mah.,2023,İlkbahar,20,57188,37.045265,35.263313,194857
Çukurova,Belediye Evleri Mah.,2023,Yaz,43,57188,37.045265,35.263313,218887
Çukurova,Belediye Evleri Mah.,2023,Sonbahar,17,57188,37.045265,35.263313,176617
Çukurova,Yurt Mah.,2019,Kış,1,45876,37.033485,35.291939,128687
Çukurova,Yurt Mah.,2019,İlkbahar,17,45876,37.033485,35.291939,156481
Çukurova,Yurt Mah.,2019,Yaz,36,45876,37.033485,35.291939,176072
Çukurova,Yurt Mah.,2019,Sonbahar,11,45876,37.033485,35.291939,140814
Çukurova,Yurt Mah.,2020,Kış,18,45876,37.033485,35.291939,133728
Çukurova,Yurt Mah.,2020,İlkbahar,23,45876,37.033485,35.291939,158247
Çukurova,Yurt Mah.,2020,Yaz,44,45876,37.033485,35.291939,178345
Çukurova,Yurt Mah.,2020,Sonbahar,14,45876,37.033485,35.291939,141954
Çukurova,Yurt Mah.,2021,Kış,8,45876,37.033485,35.291939,130903
Çukurova,Yurt Mah.,2021,İlkbahar,19,45876,37.033485,35.291939,157155
Çukurova,Yurt Mah.,2021,Yaz,31,45876,37.033485,35.291939,174558
Çukurova,Yurt Mah.,2021,Sonbahar,21,45876,37.033485,35.291939,143957
Çukurova,Yurt Mah.,2022,Kış,16,45876,37.033485,35.291939,133330
Çukurova,Yurt Mah.,2022,İlkbahar,26,45876,37.033485,35.291939,159265
Çukurova,Yurt Mah.,2022,Yaz,38,45876,37.033485,35.291939,176424
Çukurova,Yurt Mah.,2022,Sonbahar,18,45876,37.033485,35.291939,142954
Çukurova,Yurt Mah.,2023,Kış,12,45876,37.033485,35.291939,132103
Çukurova,Yurt Mah.,2023,İlkbahar,16,45876,37.033485,35.291939,156104
Çukurova,Yurt Mah.,2023,Yaz,32,45876,37.033485,35.291939,174856
Çukurova,Yurt Mah.,2023,Sonbahar,14,45876,37.033485,35.291939,141776
Çukurova,Güzelyalı Mah.,2019,Kış,5,41527,37.048851,35.306839,117826
Çukurova,Güzelyalı Mah.,2019,İlkbahar,19,41527,37.048851,35.306839,142860
Çukurova,Güzelyalı Mah.,2019,Yaz,38,41527,37.048851,35.306839,161026
Çukurova,Güzelyalı Mah.,2019,Sonbahar,17,41527,37.048851,35.306839,129700
Çukurova,Güzelyalı Mah.,2020,Kış,8,41527,37.048851,35.306839,118776
Çukurova,Güzelyalı Mah.,2020,İlkbahar,16,41527,37.048851,35.306839,141713
Çukurova,Güzelyalı Mah.,2020,Yaz,42,41527,37.048851,35.306839,162039
Çukurova,Güzelyalı Mah.,2020,Sonbahar,22,41527,37.048851,35.306839,131225
Çukurova,Güzelyalı Mah.,2021,Kış,4,41527,37.048851,35.306839,117347
Çukurova,Güzelyalı Mah.,2021,İlkbahar,26,41527,37.048851,35.306839,144814
Çukurova,Güzelyalı Mah.,2021,Yaz,31,41527,37.048851,35.306839,158902
Çukurova,Güzelyalı Mah.,2021,Sonbahar,17,41527,37.048851,35.306839,129755
Çukurova,Güzelyalı Mah.,2022,Kış,12,41527,37.048851,35.306839,119904
Çukurova,Güzelyalı Mah.,2022,İlkbahar,30,41527,37.048851,35.306839,146037
Çukurova,Güzelyalı Mah.,2022,Yaz,43,41527,37.048851,35.306839,162362
Çukurova,Güzelyalı Mah.,2022,Sonbahar,18,41527,37.048851,35.306839,129896
Çukurova,Güzelyalı Mah.,2023,Kış,9,41527,37.048851,35.306839,118918
Çukurova,Güzelyalı Mah.,2023,İlkbahar,16,41527,37.048851,35.306839,141831
Çukurova,Güzelyalı Mah.,2023,Yaz,39,41527,37.048851,35.306839,161299
Çukurova,Güzelyalı Mah.,2023,Sonbahar,24,41527,37.048851,35.306839,131923
Çukurova,Yüzüncüyıl Mah.,2019,Kış,13,36037,37.045082,35.246906,104761
Çukurova,Yüzüncüyıl Mah.,2019,İlkbahar,23,36037,37.045082,35.246906,125720
Çukurova,Yüzüncüyıl Mah.,2019,Yaz,44,36037,37.045082,35.246906,143068
Çukurova,Yüzüncüyıl Mah.,2019,Sonbahar,16,36037,37.045082,35.246906,112778
Çukurova,Yüzüncüyıl Mah.,2020,Kış,15,36037,37.045082,35.246906,105275
Çukurova,Yüzüncüyıl Mah.,2020,İlkbahar,26,36037,37.045082,35.246906,126674
Çukurova,Yüzüncüyıl Mah.,2020,Yaz,43,36037,37.045082,35.246906,142778
Çukurova,Yüzüncüyıl Mah.,2020,Sonbahar,12,36037,37.045082,35.246906,111769
Çukurova,Yüzüncüyıl Mah.,2021,Kış,11,36037,37.045082,35.246906,104345
Çukurova,Yüzüncüyıl Mah.,2021,İlkbahar,16,36037,37.045082,35.246906,123752
Çukurova,Yüzüncüyıl Mah.,2021,Yaz,32,36037,37.045082,35.246906,139280
Çukurova,Yüzüncüyıl Mah.,2021,Sonbahar,14,36037,37.045082,35.246906,112254
Çukurova,Yüzüncüyıl Mah.,2022,Kış,16,36037,37.045082,35.246906,105802
Çukurova,Yüzüncüyıl Mah.,2022,İlkbahar,20,36037,37.045082,35.246906,125024
Çukurova,Yüzüncüyıl Mah.,2022,Yaz,44,36037,37.045082,35.246906,142960
Çukurova,Yüzüncüyıl Mah.,2022,Sonbahar,21,36037,37.045082,35.246906,114486
Çukurova,Yüzüncüyıl Mah.,2023,Kış,3,36037,37.045082,35.246906,101741
Çukurova,Yüzüncüyıl Mah.,2023,İlkbahar,16,36037,37.045082,35.246906,123725
Çukurova,Yüzüncüyıl Mah.,2023,Yaz,42,36037,37.045082,35.246906,142187
Çukurova,Yüzüncüyıl Mah.,2023,Sonbahar,18,36037,37.045082,35.246906,113656
Çukurova,Mahfesığmaz Mah.,2019,Kış,2,34901,37.038437,35.306961,98274
Çukurova,Mahfesığmaz Mah.,2019,İlkbahar,29,34901,37.038437,35.306961,123872
Çukurova,Mahfesığmaz Mah.,2019,Yaz,36,34901,37.038437,35.306961,136373
Çukurova,Mahfesığmaz Mah.,2019,Sonbahar,19,34901,37.038437,35.306961,110382
Çukurova,Mahfesığmaz Mah.,2020,Kış,15,34901,37.038437,35.306961,102183
Çukurova,Mahfesığmaz Mah.,2020,İlkbahar,26,34901,37.038437,35.306961,122959
Çukurova,Mahfesığmaz Mah.,2020,Yaz,32,34901,37.038437,35.306961,135138
Çukurova,Mahfesığmaz Mah.,2020,Sonbahar,17,34901,37.038437,35.306961,109673
Çukurova,Mahfesığmaz Mah.,2021,Kış,16,34901,37.038437,35.306961,102443
Çukurova,Mahfesığmaz Mah.,2021,İlkbahar,22,34901,37.038437,35.306961,121731
Çukurova,Mahfesığmaz Mah.,2021,Yaz,38,34901,37.038437,35.306961,136955
Çukurova,Mahfesığmaz Mah.,2021,Sonbahar,20,34901,37.038437,35.306961,110777
Çukurova,Mahfesığmaz Mah.,2022,Kış,19,34901,37.038437,35.306961,103496
Çukurova,Mahfesığmaz Mah.,2022,İlkbahar,16,34901,37.038437,35.306961,119896
Çukurova,Mahfesığmaz Mah.,2022,Yaz,43,34901,37.038437,35.306961,138503
Çukurova,Mahfesığmaz Mah.,2022,Sonbahar,13,34901,37.038437,35.306961,108636
Çukurova,Mahfesığmaz Mah.,2023,Kış,7,34901,37.038437,35.306961,99887
Çukurova,Mahfesığmaz Mah.,2023,İlkbahar,29,34901,37.038437,35.306961,123986
Çukurova,Mahfesığmaz Mah.,2023,Yaz,34,34901,37.038437,35.306961,135830
Çukurova,Mahfesığmaz Mah.,2023,Sonbahar,19,34901,37.038437,35.306961,110501
Çukurova,Beyazevler Mah.,2019,Kış,0,9487,37.028404,35.321934,26571
Çukurova,Beyazevler Mah.,2019,İlkbahar,19,9487,37.028404,35.321934,37011
Çukurova,Beyazevler Mah.,2019,Yaz,34,9487,37.028404,35.321934,44310
Çukurova,Beyazevler Mah.,2019,Sonbahar,16,9487,37.028404,35.321934,33160
Çukurova,Beyazevler Mah.,2020,Kış,12,9487,37.028404,35.321934,30018
Çukurova,Beyazevler Mah.,2020,İlkbahar,28,9487,37.028404,35.321934,39678
Çukurova,Beyazevler Mah.,2020,Yaz,45,9487,37.028404,35.321934,47596
Çukurova,Beyazevler Mah.,2020,Sonbahar,12,9487,37.028404,35.321934,32197
Çukurova,Beyazevler Mah.,2021,Kış,5,9487,37.028404,35.321934,28019
Çukurova,Beyazevler Mah.,2021,İlkbahar,15,9487,37.028404,35.321934,35871
